x,y,z,o,a,t,typ
-51.07049560546875,53.424758911132812,-42.608451843261719,0.036034785211086273,-84.002151489257812,-129.274169921875,1
-51.07049560546875,53.424346923828125,-42.608417510986328,0.03603498637676239,-84.002151489257812,-129.274169921875,1
-51.07049560546875,53.424320220947266,-42.608413696289062,0.036474499851465225,-84.001510620117188,-129.27415466308594,1
-51.07049560546875,53.424537658691406,-42.609668731689453,0.036886531859636307,-84.000778198242188,-129.27413940429688,1
-51.07049560546875,53.463474273681641,-42.844905853271484,0.036912284791469574,-83.724746704101562,-129.27392578125,1
-51.07049560546875,53.664699554443359,-43.5331916809082,0.03691389411687851,-82.836227416992188,-129.27383422851563,1
-51.069950103759766,54.147659301757812,-44.9471321105957,0.036913998425006866,-80.93902587890625,-129.27406311035156,1
-51.074344635009766,54.522293090820312,-45.9622688293457,0.036913998425006866,-79.464797973632812,-129.27421569824219,1
-51.071296691894531,55.739799499511719,-47.771663665771484,0.036913998425006866,-76.521842956542969,-129.27493286132813,1
-51.068534851074219,56.393703460693359,-48.526325225830078,0.036913998425006866,-75.112838745117188,-129.27606201171875,1
-51.071208953857422,57.4892578125,-49.411502838134766,0.036913998425006866,-73.051528930664062,-129.27777099609375,1
-51.06976318359375,58.068458557128906,-49.887836456298828,0.037573248147964478,-72.077865600585938,-129.27909851074219,1
-51.0698356628418,58.730609893798828,-50.255752563476562,0.037789564579725266,-70.938041687011719,-129.28157043457031,1
-51.070453643798828,58.971920013427734,-50.376670837402344,0.037792786955833435,-70.650337219238281,-129.28230285644531,1
-51.070220947265625,59.062995910644531,-50.423973083496094,0.03856211155653,-70.544502258300781,-129.28353881835938,1
-51.0699577331543,59.081928253173828,-50.433441162109375,0.038668565452098846,-70.519241333007812,-129.28353881835938,1
-51.069950103759766,59.082672119140625,-50.433864593505859,0.038671784102916718,-70.517295837402344,-129.2845458984375,1
-51.069950103759766,59.082721710205078,-50.433891296386719,0.038671992719173431,-70.517127990722656,-129.28460693359375,1
-51.069950103759766,59.082721710205078,-50.433891296386719,0.038672000169754028,-70.517120361328125,-129.28460693359375,1
-51.069950103759766,59.082305908203125,-50.433891296386719,0.038672000169754028,-70.517120361328125,-129.28460693359375,1
-51.069950103759766,59.082279205322266,-50.433891296386719,0.038672000169754028,-70.517120361328125,-129.28460693359375,1
-51.069950103759766,59.081840515136719,-50.433891296386719,0.038672000169754028,-70.517463684082031,-129.28460693359375,1
-51.069950103759766,59.035312652587891,-50.418167114257812,0.038672000169754028,-70.567695617675781,-129.28480529785156,1
-51.069950103759766,58.807178497314453,-50.333000183105469,0.038672000169754028,-70.86456298828125,-129.28500366210938,1
-51.069263458251953,58.217876434326172,-50.043731689453125,0.038672000169754028,-71.833419799804688,-129.28546142578125,1
-51.064922332763672,57.767215728759766,-49.622337341308594,0.038672000169754028,-72.7391128540039,-129.28523254394531,1
-51.069293975830078,56.607715606689453,-48.741065979003906,0.038672000169754028,-74.68505859375,-129.28492736816406,1
-51.070388793945312,55.763965606689453,-47.803459167480469,0.038672000169754028,-76.466903686523438,-129.28411865234375,1
-51.069976806640625,54.827053070068359,-46.386173248291016,0.038672000169754028,-78.820724487304688,-129.28192138671875,1
-51.070671081542969,54.194679260253906,-45.060916900634766,0.037847936153411865,-80.77972412109375,-129.28038024902344,1
-51.069782257080078,53.704692840576172,-43.670402526855469,0.037794716656208038,-82.6611328125,-129.27958679199219,1
-51.070449829101562,53.544097900390625,-43.004428863525391,0.0377931073307991,-83.510513305664062,-129.27867126464844,1
-51.070491790771484,53.444549560546875,-42.674858093261719,0.037793006747961044,-83.918983459472656,-129.27804565429688,1
-51.07049560546875,53.424953460693359,-42.614307403564453,0.03702387586236,-83.994377136230469,-129.27745056152344,1
-51.07049560546875,53.423538208007812,-42.609306335449219,0.03692086786031723,-84.0013656616211,-129.27642822265625,1
-51.061058044433594,53.400459289550781,-42.639114379882812,0.036914430558681488,-83.998931884765625,-129.27740478515625,1
-50.8150634765625,52.979591369628906,-43.346897125244141,0.03691401332616806,-83.711021423339844,-129.51551818847656,1
-50.297607421875,52.111232757568359,-44.79876708984375,0.036914002150297165,-83.119125366210938,-130.04533386230469,1
-49.495609283447266,50.841213226318359,-46.899318695068359,0.036913998425006866,-82.295150756835938,-130.84841918945313,1
-48.38818359375,49.228862762451172,-49.528636932373047,0.036913998425006866,-81.273422241210938,-131.96067810058594,1
-46.823734283447266,47.193752288818359,-52.801055908203125,0.036913998425006866,-80.045013427734375,-133.52803039550781,1
-45.50372314453125,45.656105041503906,-55.221210479736328,0.036913998425006866,-79.154434204101562,-134.84066772460938,1
-44.128787994384766,44.201076507568359,-57.480167388916016,0.036913998425006866,-78.351753234863281,-136.21878051757813,1
-42.719242095947266,42.850635528564453,-59.545024871826172,0.036254748702049255,-77.639694213867188,-137.63275146484375,1
-40.968017578125,41.339359283447266,-61.806770324707031,0.036041866987943649,-76.961296081542969,-139.37992858886719,1
-39.4903564453125,40.195461273193359,-63.494571685791016,0.035211365669965744,-76.4136962890625,-140.86000061035156,1
-37.9808349609375,39.134620666503906,-65.023971557617188,0.033950835466384888,-75.938880920410156,-142.36788940429688,1
-36.4713134765625,38.177051544189453,-66.377120971679688,0.032664302736520767,-75.559501647949219,-143.87606811523438,1
-34.93707275390625,37.298587799072266,-67.596954345703125,0.031869769096374512,-75.1444320678711,-145.40951538085938,1
-33.007328033447266,36.417484283447266,-68.9138412475586,0.030384587123990059,-74.8375015258789,-147.33743286132813,1
-31.041872024536133,35.462989807128906,-70.037185668945312,0.027536362409591675,-74.5679931640625,-149.30535888671875,1
-29.10992431640625,34.809745788574219,-70.856819152832031,0.018850605934858322,-74.3947525024414,-151.23968505859375,1
-27.50537109375,34.291408538818359,-71.479011535644531,0.019250724464654922,-74.279258728027344,-152.83952331542969,1
-25.85687255859375,33.844482421875,-71.986862182617188,0.019770169630646706,-74.221366882324219,-154.48420715332031,1
-24.2281494140625,33.4952278137207,-72.411605834960938,0.020187197253108025,-74.1995849609375,-156.11543273925781,1
-22.12701416015625,33.083351135253906,-72.6941146850586,0.020214131101965904,-74.210014343261719,-158.21751403808594,1
-20.41314697265625,32.929843902587891,-72.803695678710938,0.019445819780230522,-74.298698425292969,-159.93133544921875,1
-18.2647705078125,32.775733947753906,-72.808036804199219,0.018680181354284286,-74.5037841796875,-162.08163452148438,1
-16.976625442504883,32.747882843017578,-72.708526611328125,0.018045397475361824,-74.599319458007812,-163.3631591796875,1
-15.261658668518066,32.771629333496094,-72.4364242553711,0.016508461907505989,-74.8156967163086,-165.07814025878906,1
-13.15667724609375,32.925086975097656,-71.896224975585938,0.014358951710164547,-75.125282287597656,-167.18632507324219,1
-11.456543922424316,33.151798248291016,-71.344589233398438,0.011609309352934361,-75.5069808959961,-168.88246154785156,1
-9.79925537109375,33.449195861816406,-70.681404113769531,0.0030328943394124508,-75.813568115234375,-170.53630065917969,1
-8.12823486328125,33.909084320068359,-69.878227233886719,0.0024969310034066439,-76.182975769042969,-172.21212768554688,1
-6.1567392349243164,34.427417755126953,-68.7442855834961,0.00263262283988297,-76.8109130859375,-174.18307495117188,1
-4.5543828010559082,34.989917755126953,-67.67169189453125,0.0026367264799773693,-77.311477661132812,-175.78390502929688,1
-2.5911250114440918,35.895412445068359,-66.1434097290039,0.0026369914412498474,-77.9404525756836,-177.74470520019531,1
-1.2595829963684082,36.542728424072266,-64.967079162597656,0.0026369993574917316,-78.474311828613281,-179.08122253417969,1
-0.42407199740409851,37.037990570068359,-64.167526245117188,0.0021974998526275158,-78.938835144042969,-179.91514587402344,1
0.11453250050544739,37.288257598876953,-63.6242561340332,0.0017854687757790089,-79.111259460449219,-180.45770263671875,1
0.259603351354599,37.371162414550781,-63.477268218994141,0.00093565427232533693,-79.1991195678711,-180.59840393066406,1
0.28320035338401794,37.383857727050781,-63.454624176025391,5.6707947805989534E-05,-79.212196350097656,-180.62205505371094,1
0.28394719958305359,37.391010284423828,-63.467430114746094,-0.00043595576426014304,-79.205894470214844,-180.62359619140625,1
0.28399389982223511,37.4820671081543,-63.8359260559082,-0.00085130974184721708,-78.797721862792969,-180.62387084960938,1
0.28399679064750671,37.750453948974609,-64.6246109008789,-0.000877269369084388,-77.6108627319336,-180.62393188476563,1
0.2842714786529541,38.260112762451172,-65.785881042480469,-0.00087889184942469,-75.928581237792969,-180.62347412109375,1
0.28251150250434875,39.269535064697266,-67.444122314453125,-0.00087899662321433425,-73.338546752929688,-180.62336730957031,1
0.28177490830421448,40.152835845947266,-68.668426513671875,-0.00087899976642802358,-71.231918334960938,-180.62353515625,1
0.28220993280410767,41.084476470947266,-69.713676452636719,-0.00087899999925866723,-69.24957275390625,-180.62355041503906,1
0.28309518098831177,41.987548828125,-70.543083190917969,-0.00087899999925866723,-67.517852783203125,-180.62312316894531,1
0.28297311067581177,42.743850708007812,-71.133758544921875,-0.00087899999925866723,-66.069038391113281,-180.623046875,1
0.28263276815414429,43.022903442382812,-71.344589233398438,-0.00087899999925866723,-65.658073425292969,-180.6231689453125,1
0.282889723777771,43.230186462402344,-71.464149475097656,-0.00087899999925866723,-65.35321044921875,-180.62295532226563,1
0.2828974723815918,43.257095336914062,-71.483528137207031,-0.00087899999925866723,-65.309326171875,-180.622802734375,1
0.28289797902107239,43.259685516357422,-71.485588073730469,-0.00087899999925866723,-65.304290771484375,-180.62274169921875,1
0.28289800882339478,43.259765625,-71.485702514648438,-0.00087899999925866723,-65.304122924804688,-180.62274169921875,1
0.28289800882339478,43.259769439697266,-71.485710144042969,-0.00087899999925866723,-65.304107666015625,-180.62274169921875,1
0.28289800882339478,43.259769439697266,-71.485710144042969,-0.00087899999925866723,-65.304107666015625,-180.62274169921875,1
0.28289800882339478,43.259548187255859,-71.485710144042969,-0.00087899999925866723,-65.304107666015625,-180.62274169921875,1
0.28289800882339478,43.259342193603516,-71.485427856445312,-0.00087899999925866723,-65.304458618164062,-180.62275695800781,1
0.28289800882339478,43.237548828125,-71.475479125976562,-0.00087899999925866723,-65.32623291015625,-180.62318420410156,1
0.28289800882339478,42.937648773193359,-71.3220443725586,-0.00087899999925866723,-65.836265563964844,-180.62355041503906,1
0.28317248821258545,42.391849517822266,-70.871047973632812,-0.00087899999925866723,-66.787956237792969,-180.62376403808594,1
0.28512942790985107,41.80517578125,-70.478378295898438,-0.00087899999925866723,-67.859115600585938,-180.62364196777344,1
0.28212666511535645,40.638431549072266,-69.240692138671875,-0.00087899999925866723,-70.172431945800781,-180.62440490722656,1
0.281373530626297,39.730079650878906,-68.11456298828125,-0.00087899999925866723,-72.2062759399414,-180.62367248535156,1
0.28470408916473389,38.725929260253906,-66.5355224609375,-0.00087899999925866723,-74.78668212890625,-180.62358093261719,1
0.28266274929046631,38.010936737060547,-64.9403076171875,-0.00087899999925866723,-77.159042358398438,-180.62391662597656,1
0.282848984003067,37.589065551757812,-64.126800537109375,-0.00087899999925866723,-78.4259033203125,-180.623779296875,1
0.28289493918418884,37.4488525390625,-63.586601257324219,-0.00087899999925866723,-79.034271240234375,-180.62382507324219,1
0.28289780020713806,37.390403747558594,-63.468460083007812,-0.00087899999925866723,-79.190956115722656,-180.6239013671875,1
0.28289797902107239,37.384330749511719,-63.455402374267578,-0.00087899999925866723,-79.209465026855469,-180.62347412109375,1
0.28289800882339478,37.383457183837891,-63.45343017578125,-0.00087899999925866723,-79.212760925292969,-180.62298583984375,1
0.16879475116729736,37.316249847412109,-63.566879272460938,-0.00087899999925866723,-79.1827163696289,-180.52395629882813,1
-0.362823486328125,37.041065216064453,-64.105606079101562,-0.00087899999925866723,-78.892143249511719,-179.97854614257813,1
-1.75177001953125,36.295314788818359,-65.416641235351562,-0.00087899999925866723,-78.337333679199219,-178.58836364746094,1
-3.5793459415435791,35.545825958251953,-66.943801879882812,-0.0012635624734684825,-77.719345092773438,-176.76066589355469,1
-5.54315185546875,34.704055786132812,-68.349937438964844,-0.00089101755293086171,-76.99493408203125,-174.79978942871094,1
-6.7104501724243164,34.376441955566406,-69.084518432617188,-0.000880502222571522,-76.704483032226562,-173.63053894042969,1
-8.78521728515625,33.742092132568359,-70.20953369140625,-0.00010992194438586012,-76.098175048828125,-171.5584716796875,1
-12.4793701171875,33.103290557861328,-71.622085571289062,0.0027947307098656893,-75.305107116699219,-167.8665771484375,1
-17.545166015625,32.747089385986328,-72.682052612304688,0.013421531766653061,-74.623825073242188,-162.7994384765625,1
-19.69024658203125,32.804500579833984,-72.8180923461914,0.01744811050593853,-74.416152954101562,-160.65544128417969,1
-21.7672119140625,32.9882698059082,-72.780769348144531,0.016722409054636955,-74.283767700195312,-158.5787353515625,1
-23.86724853515625,33.364601135253906,-72.478530883789062,0.016699731349945068,-74.21307373046875,-156.47702026367188,1
-25.953004837036133,33.741104125976562,-72.018379211425781,0.017358273267745972,-74.199661254882812,-154.38951110839844,1
-28.05084228515625,34.397754669189453,-71.426589965820312,0.018010633066296577,-74.257148742675781,-152.2960205078125,1
-30.122316360473633,35.029689788818359,-70.488418579101562,0.019651675596833229,-74.410224914550781,-150.22732543945313,1
-31.758180618286133,35.675247192382812,-69.651771545410156,0.020839042961597443,-74.592880249023438,-148.58744812011719,1
-33.3380126953125,36.3856201171875,-68.701332092285156,0.023110251873731613,-74.828910827636719,-147.00344848632813,1
-34.898075103759766,37.180152893066406,-67.623725891113281,0.027536891400814056,-75.104949951171875,-145.44676208496094,1
-36.760257720947266,38.353275299072266,-66.131141662597656,0.034066371619701385,-75.561904907226562,-143.5875244140625,1
-38.232425689697266,39.304248809814453,-64.778556823730469,0.033439774066209793,-75.906608581542969,-142.11448669433594,1
-40.106689453125,40.659523010253906,-62.815216064453125,0.032576180994510651,-76.567840576171875,-140.24034118652344,1
-41.18115234375,41.514698028564453,-61.551307678222656,0.031867772340774536,-76.903274536132812,-139.17181396484375,1
-42.595096588134766,42.737258911132812,-59.714580535888672,0.031655173748731613,-77.502372741699219,-137.75358581542969,1
-44.3529052734375,44.431793212890625,-57.129890441894531,0.031641442328691483,-78.476715087890625,-135.99386596679688,1
-45.723453521728516,45.900444030761719,-54.836349487304688,0.031641028821468353,-79.294517517089844,-134.62043762207031,1
-47.363162994384766,47.868751525878906,-51.722892761230469,0.032492533326148987,-80.4473876953125,-132.98127746582031,1
-48.323917388916016,49.144485473632812,-49.669189453125,0.03295556828379631,-81.226043701171875,-132.02565002441406,1
-49.710941314697266,51.171680450439453,-46.351589202880859,0.033384174108505249,-82.512138366699219,-130.63523864746094,1
-50.477787017822266,52.409183502197266,-44.304027557373047,0.034166261553764343,-83.319625854492188,-129.86805725097656,1
-50.839237213134766,53.066165924072266,-43.099250793457031,0.03470958024263382,-83.730758666992188,-129.50384521484375,1
-51.042549133300781,53.377902984619141,-42.678550720214844,0.035142049193382263,-83.969154357910156,-129.3031005859375,1
-51.069229125976562,53.422882080078125,-42.612190246582031,0.035814814269542694,-83.999748229980469,-129.27549743652344,1
-51.070457458496094,53.424701690673828,-42.60906982421875,0.036028120666742325,-84.001922607421875,-129.27420043945313,1
-51.07049560546875,53.424758911132812,-42.608432769775391,0.036034785211086273,-84.002143859863281,-129.274169921875,1
-51.07049560546875,53.424758911132812,-42.608413696289062,0.03603498637676239,-84.002151489257812,-129.274169921875,1
-51.07049560546875,53.424335479736328,-42.608413696289062,0.036035001277923584,-84.001510620117188,-129.27415466308594,1
-51.07049560546875,53.424320220947266,-42.608413696289062,0.036804124712944031,-84.00146484375,-129.27415466308594,1
-51.07049560546875,53.428932189941406,-42.632431030273438,0.0369071327149868,-83.9861068725586,-129.27438354492188,1
-51.07049560546875,53.5042610168457,-42.977935791015625,0.036913570016622543,-83.549308776855469,-129.27412414550781,1
-51.07049560546875,53.937160491943359,-44.388248443603516,0.036913994699716568,-81.706008911132812,-129.27349853515625,1
-51.070259094238281,54.464508056640625,-45.676692962646484,0.036913998425006866,-79.8960189819336,-129.27433776855469,1
-51.070140838623047,55.177299499511719,-46.976848602294922,0.036913998425006866,-77.8800277709961,-129.27473449707031,1
-51.068962097167969,55.985454559326172,-48.075092315673828,0.036913998425006866,-75.971153259277344,-129.27584838867188,1
-51.071533203125,57.076618194580078,-49.070426940917969,0.036913998425006866,-73.787612915039062,-129.27717590332031,1
-51.070075988769531,57.707668304443359,-49.647994995117188,0.036913998425006866,-72.675941467285156,-129.27818298339844,1
-51.069332122802734,58.460014343261719,-50.152774810791016,0.03773806244134903,-71.4554214477539,-129.28009033203125,1
-51.0695686340332,58.885841369628906,-50.302467346191406,0.037789564579725266,-70.856330871582031,-129.28230285644531,1
-51.069927215576172,59.015869140625,-50.399742126464844,0.037792786955833435,-70.601577758789062,-129.28318786621094,1
-51.069950103759766,59.078212738037109,-50.431255340576172,0.038562119007110596,-70.524459838867188,-129.2835693359375,1
-51.069950103759766,59.082439422607422,-50.4337272644043,0.038665130734443665,-70.5179214477539,-129.28407287597656,1
-51.069950103759766,59.08270263671875,-50.433879852294922,0.038671571761369705,-70.517173767089844,-129.28457641601563,1
-51.069950103759766,59.082721710205078,-50.433891296386719,0.038671974092721939,-70.517120361328125,-129.28460693359375,1
-51.069950103759766,59.082721710205078,-50.434028625488281,0.038672000169754028,-70.517120361328125,-129.28460693359375,1
-51.069950103759766,59.082389831542969,-50.43389892578125,0.038672000169754028,-70.517120361328125,-129.28460693359375,1
-51.069950103759766,59.082294464111328,-50.433891296386719,0.038672000169754028,-70.517120361328125,-129.28460693359375,1
-51.069950103759766,59.082061767578125,-50.433891296386719,0.038672000169754028,-70.517463684082031,-129.28460693359375,1
-51.069950103759766,59.018867492675781,-50.409786224365234,0.038672000169754028,-70.5911636352539,-129.28471374511719,1
-51.069950103759766,58.8251953125,-50.341495513916016,0.038672000169754028,-70.8343505859375,-129.28530883789063,1
-51.069675445556641,58.242485046386719,-50.056838989257812,0.038672000169754028,-71.794967651367188,-129.28581237792969,1
-51.067184448242188,57.497169494628906,-49.571025848388672,0.038672000169754028,-73.035736083984375,-129.28546142578125,1
-51.069778442382812,56.659133911132812,-48.79071044921875,0.038672000169754028,-74.584121704101562,-129.28486633300781,1
-51.0704231262207,55.461624145507812,-47.399078369140625,0.038672000169754028,-77.175521850585938,-129.28314208984375,1
-51.070011138916016,54.910110473632812,-46.534538269042969,0.038672000169754028,-78.586578369140625,-129.28179931640625,1
-51.071224212646484,54.270706176757812,-45.242748260498047,0.038012750446796417,-80.524978637695312,-129.28059387207031,1
-51.069492340087891,53.727542877197266,-43.745700836181641,0.037799868732690811,-82.564315795898438,-129.27987670898438,1
-51.069919586181641,53.5546989440918,-42.962596893310547,0.037793427705764771,-83.465545654296875,-129.27882385253906,1
-51.069950103759766,53.433326721191406,-42.646133422851562,0.037793014198541641,-83.975028991699219,-129.277587890625,1
-51.069950103759766,53.424114227294922,-42.611537933349609,0.037353500723838806,-83.999038696289062,-129.27688598632813,1
-51.069950103759766,53.423526763916016,-42.609012603759766,0.036968939006328583,-84.001502990722656,-129.27642822265625,1
-51.068988800048828,53.413669586181641,-42.618698120117188,0.036917433142662048,-84.001251220703125,-129.27635192871094,1
-50.984687805175781,53.142192840576172,-43.002471923828125,0.036914106458425522,-83.877548217773438,-129.33859252929688,1
